2022-09-05 22:23:50 | INFO | fairseq_cli.validate | loading model(s) from /home/sliu/project_space/pruning_fails/QA/robert/race/random_after/0.2/checkpoint_best.pt
2022-09-05 22:24:27 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    301 / 1436 loss=1.410630464553833, ntokens=209, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:24:33 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    401 / 1436 loss=1.396268367767334, ntokens=285, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:24:38 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    501 / 1436 loss=1.4262568950653076, ntokens=187, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:24:43 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    601 / 1436 loss=1.3878822326660156, ntokens=145, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:24:49 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    701 / 1436 loss=1.3690739870071411, ntokens=296, nsentences=1, sample_size=1, ncorrect=1
2022-09-05 22:24:54 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    801 / 1436 loss=1.3487635850906372, ntokens=264, nsentences=1, sample_size=1, ncorrect=1
2022-09-05 22:24:59 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:    901 / 1436 loss=1.3823108673095703, ntokens=243, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:25:05 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:   1001 / 1436 loss=1.4024245738983154, ntokens=165, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:25:10 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:   1101 / 1436 loss=1.3423576354980469, ntokens=324, nsentences=1, sample_size=1, ncorrect=1
2022-09-05 22:25:15 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:   1201 / 1436 loss=1.3815500736236572, ntokens=124, nsentences=1, sample_size=1, ncorrect=1
2022-09-05 22:25:21 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:   1301 / 1436 loss=1.3721346855163574, ntokens=182, nsentences=1, sample_size=1, ncorrect=1
2022-09-05 22:25:26 | INFO | fairseq.logging.progress_bar | valid on 'test' subset:   1401 / 1436 loss=1.370343804359436, ntokens=354, nsentences=1, sample_size=1, ncorrect=0
2022-09-05 22:25:28 | INFO | test | valid on 'test' subset | loss 2 | nll_loss 0.008 | accuracy 25.7 | wps 0 | wpb 369321 | bsz 1436
2022-09-05 22:25:31 | INFO | fairseq_cli.validate | loading model(s) from /home/sliu/project_space/pruning_fails/QA/robert/race/random_after/0.36/checkpoint_best.pt
2022-09-05 22:25:39 | INFO | fairseq.tasks.sentence_ranking | [input] dictionary: 50265 types
